created_at,tweet,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
2020-08-20,Very well said. Something good is also happening with COVID19. Let us make full use of it.,United States,good happening covid make full,"['good', 'happening', 'covid', 'make', 'full']","['good', 'happening', 'covid', 'make', 'full']",good happening covid make full,"[('good', 'a'), ('happening', 'v'), ('covid', 'n'), ('make', 'v'), ('full', 'a')]",  good happen covid make full,0.75,0.4404,0.5249999999999999,1,1,1
2020-08-20,Anyone making jokes about getting corona will gwt these hands yep yep same with coming out jokes bye,United States,making jokes corona gwt hands yep yep coming jokes bye,"['making', 'jokes', 'corona', 'gwt', 'hands', 'yep', 'yep', 'coming', 'jokes', 'bye']","['making', 'joke', 'corona', 'gwt', 'hand', 'yep', 'yep', 'coming', 'joke', 'bye']",making joke corona gwt hand yep yep coming joke bye,"[('making', 'v'), ('jokes', 'n'), ('corona', 'a'), ('gwt', 'a'), ('hands', 'n'), ('yep', 'v'), ('yep', 'r'), ('coming', 'v'), ('jokes', 'n'), ('bye', 'n')]",  make joke corona gwt hand yep yep come joke bye,1.25,0.875,0.0,0,1,1
2020-08-20,Mile 12 Market will remain open. Farmers can still supply their fresh produce - COVID19 Mile12Market,United States,mile market remain open farmers supply fresh produce covid mile market,"['mile', 'market', 'remain', 'open', 'farmers', 'supply', 'fresh', 'produce', 'covid', 'mile', 'market']","['mile', 'market', 'remain', 'open', 'farmer', 'supply', 'fresh', 'produce', 'covid', 'mile', 'market']",mile market remain open farmer supply fresh produce covid mile market,"[('mile', 'n'), ('market', 'n'), ('remain', 'v'), ('open', 'a'), ('farmers', 'n'), ('supply', 'v'), ('fresh', 'a'), ('produce', 'n'), ('covid', 'n'), ('mile', 'n'), ('market', 'n')]",  mile market remain open farmer supply fresh produce covid mile market,-0.625,0.3182,0.15,1,-1,1
2020-08-20,You KNOW he ready to box the first nigga that make a coronavirus joke about him,United States,ready box nigga make coronavirus joke,"['ready', 'box', 'nigga', 'make', 'coronavirus', 'joke']","['ready', 'box', 'nigga', 'make', 'coronavirus', 'joke']",ready box nigga make coronavirus joke,"[('ready', 'a'), ('box', 'n'), ('nigga', 'n'), ('make', 'v'), ('coronavirus', 'n'), ('joke', 'n')]",  ready box nigga make coronavirus joke,0.375,0.5719,0.2,1,1,1
2020-08-20,2020 sucks. Is there any good news? Anything good happening? Anything at all? coronavirus CODVID19 QuarantineLife,United States,sucks good news good happening coronavirus codvid quarantinelife,"['sucks', 'good', 'news', 'good', 'happening', 'coronavirus', 'codvid', 'quarantinelife']","['suck', 'good', 'news', 'good', 'happening', 'coronavirus', 'codvid', 'quarantinelife']",suck good news good happening coronavirus codvid quarantinelife,"[('sucks', 'n'), ('good', 'a'), ('news', 'n'), ('good', 'a'), ('happening', 'v'), ('coronavirus', 'n'), ('codvid', 'n'), ('quarantinelife', 'n')]",  suck good news good happen coronavirus codvid quarantinelife,1.5,0.4404,0.7,1,1,1
2020-08-20,speaking of my daddy were probably not meeting in may because of stupid corona :(,United States,speaking daddy not meeting stupid corona,"['speaking', 'daddy', 'not', 'meeting', 'stupid', 'corona']","['speaking', 'daddy', 'not', 'meeting', 'stupid', 'corona']",speaking daddy not meeting stupid corona,"[('speaking', 'v'), ('daddy', None), ('not', 'r'), ('meeting', 'v'), ('stupid', 'a'), ('corona', 'n')]",  speak daddy not meet stupid corona,-1.375,0.4168,-0.7999999999999999,-1,-1,1
2020-08-20,Corona virus is helping the environment - Air on Earth is now getting cleaner,United States,corona virus helping environment air earth cleaner,"['corona', 'virus', 'helping', 'environment', 'air', 'earth', 'cleaner']","['corona', 'virus', 'helping', 'environment', 'air', 'earth', 'cleaner']",corona virus helping environment air earth cleaner,"[('corona', 'n'), ('virus', 'n'), ('helping', 'v'), ('environment', 'n'), ('air', 'n'), ('earth', 'n'), ('cleaner', 'n')]",  corona virus help environment air earth cleaner,0.0,0.5267,0.0,0,0,1
2020-08-20,Today was okay I feel good about myself but the corona virus and job searching is really hard for my mental health,United States,today feel good corona virus job searching hard mental health,"['today', 'feel', 'good', 'corona', 'virus', 'job', 'searching', 'hard', 'mental', 'health']","['today', 'feel', 'good', 'corona', 'virus', 'job', 'searching', 'hard', 'mental', 'health']",today feel good corona virus job searching hard mental health,"[('today', 'n'), ('feel', 'v'), ('good', 'a'), ('corona', 'n'), ('virus', 'n'), ('job', 'n'), ('searching', 'v'), ('hard', 'a'), ('mental', 'a'), ('health', 'n')]",  today feel good corona virus job search hard mental health,0.75,0.3612,0.10277777777777775,1,1,1
2020-08-20,Implementing the Coronavirus task force and banning travel. Nice try sweetheart,United States,implementing coronavirus task force banning travel nice sweetheart,"['implementing', 'coronavirus', 'task', 'force', 'banning', 'travel', 'nice', 'sweetheart']","['implementing', 'coronavirus', 'task', 'force', 'banning', 'travel', 'nice', 'sweetheart']",implementing coronavirus task force banning travel nice sweetheart,"[('implementing', 'v'), ('coronavirus', 'n'), ('task', 'n'), ('force', 'n'), ('banning', 'v'), ('travel', 'n'), ('nice', 'a'), ('sweetheart', 'n')]",  implement coronavirus task force ban travel nice sweetheart,0.875,0.5423,0.6,1,1,1
2020-08-20,Lmfao idk how yall do it my sister and bestfriend my happy place lol shit we gone corona together atp,United States,lmfao idk yal sister bestfriend happy place lol shit corona atp,"['lmfao', 'idk', 'yal', 'sister', 'bestfriend', 'happy', 'place', 'lol', 'shit', 'corona', 'atp']","['lmfao', 'idk', 'yal', 'sister', 'bestfriend', 'happy', 'place', 'lol', 'shit', 'corona', 'atp']",lmfao idk yal sister bestfriend happy place lol shit corona atp,"[('lmfao', 'n'), ('idk', 'n'), ('yal', 'n'), ('sister', 'n'), ('bestfriend', 'v'), ('happy', 'a'), ('place', 'n'), ('lol', 'n'), ('shit', 'n'), ('corona', 'n'), ('atp', 'n')]",  lmfao idk yal sister bestfriend happy place lol shit corona atp,0.625,0.7184,0.46666666666666673,1,1,1
2020-08-20,Once again PLEASE be careful and be safe especially with the coronavirus going around!,United States,careful safe coronavirus,"['careful', 'safe', 'coronavirus']","['careful', 'safe', 'coronavirus']",careful safe coronavirus,"[('careful', 'a'), ('safe', 'a'), ('coronavirus', 'n')]",  careful safe coronavirus,0.5,0.5423,0.2,1,1,1
2020-08-20,Do not use twitter for nothing. Pl Focus on CORONA VIRUS Help Needy citizens Peace Peace Peace,United States,not twitter focus corona virus needy citizens peace peace peace,"['not', 'twitter', 'focus', 'corona', 'virus', 'needy', 'citizens', 'peace', 'peace', 'peace']","['not', 'twitter', 'focus', 'corona', 'virus', 'needy', 'citizen', 'peace', 'peace', 'peace']",not twitter focus corona virus needy citizen peace peace peace,"[('not', 'r'), ('twitter', 'a'), ('focus', 'n'), ('corona', 'n'), ('virus', 'n'), ('needy', 'a'), ('citizens', 'n'), ('peace', 'v'), ('peace', 'n'), ('peace', 'n')]",  not twitter focus corona virus needy citizen peace peace peace,-0.806,0.8442,0.0,0,-1,1
2020-08-20,Just talked to my doctor friend and apparently the number one way to get the coronavirus is from tainted toilette paper. So thank you karma.,United States,talked doctor friend apparently number coronavirus tainted toilette paper karma,"['talked', 'doctor', 'friend', 'apparently', 'number', 'coronavirus', 'tainted', 'toilette', 'paper', 'karma']","['talked', 'doctor', 'friend', 'apparently', 'number', 'coronavirus', 'tainted', 'toilette', 'paper', 'karma']",talked doctor friend apparently number coronavirus tainted toilette paper karma,"[('talked', 'a'), ('doctor', 'n'), ('friend', 'n'), ('apparently', 'r'), ('number', 'n'), ('coronavirus', 'n'), ('tainted', 'v'), ('toilette', 'a'), ('paper', 'n'), ('karma', 'n')]",  talked doctor friend apparently number coronavirus taint toilette paper karma,-0.125,0.5423,0.05,1,-1,1
2020-08-20,I miss singing my heart out at church every Sunday :( corona GO AWAY,United States,miss singing heart church sunday corona,"['miss', 'singing', 'heart', 'church', 'sunday', 'corona']","['miss', 'singing', 'heart', 'church', 'sunday', 'corona']",miss singing heart church sunday corona,"[('miss', 'n'), ('singing', 'v'), ('heart', 'n'), ('church', 'n'), ('sunday', 'n'), ('corona', 'n')]",  miss sing heart church sunday corona,-0.125,0.5574,0.0,0,-1,1
2020-08-20,"No, anti-vaxxer mom in my fb feed, Bill Gates is not going to to fucking inject people with some corona virus microchip implant.",United States,no anti vaxer mom feed bill gates not fucking inject people corona virus microchip implant,"['no', 'anti', 'vaxer', 'mom', 'feed', 'bill', 'gates', 'not', 'fucking', 'inject', 'people', 'corona', 'virus', 'microchip', 'implant']","['no', 'anti', 'vaxer', 'mom', 'feed', 'bill', 'gate', 'not', 'fucking', 'inject', 'people', 'corona', 'virus', 'microchip', 'implant']",no anti vaxer mom feed bill gate not fucking inject people corona virus microchip implant,"[('no', None), ('anti', 'a'), ('vaxer', 'n'), ('mom', 'n'), ('feed', 'n'), ('bill', 'n'), ('gates', 'v'), ('not', 'r'), ('fucking', 'a'), ('inject', 'a'), ('people', 'n'), ('corona', 'v'), ('virus', 'a'), ('microchip', 'n'), ('implant', 'n')]",  no anti vaxer mom feed bill gate not fucking inject people corona virus microchip implant,-0.25,0.2411,0.3,1,-1,1
2020-08-20,Happy April fools yall Please stay safe and be sensitive to the situation- Aka dont make any COVID19 jokes,United States,happy april fools yal stay safe sensitive situation aka dont make covid jokes,"['happy', 'april', 'fools', 'yal', 'stay', 'safe', 'sensitive', 'situation', 'aka', 'dont', 'make', 'covid', 'jokes']","['happy', 'april', 'fool', 'yal', 'stay', 'safe', 'sensitive', 'situation', 'aka', 'dont', 'make', 'covid', 'joke']",happy april fool yal stay safe sensitive situation aka dont make covid joke,"[('happy', 'a'), ('april', 'n'), ('fools', 'n'), ('yal', 'v'), ('stay', 'a'), ('safe', 'a'), ('sensitive', 'a'), ('situation', 'n'), ('aka', 'n'), ('dont', 'a'), ('make', 'n'), ('covid', 'n'), ('jokes', 'n')]",  happy april fool yal stay safe sensitive situation aka dont make covid joke,2.375,0.4238,0.46666666666666673,1,1,1
2020-08-20,Finally after roaming around the world Corona accepted Islam in India. IStandWithTabligiJamat Islamophobicindianmedia,United States,finally roaming world corona accepted islam india istandwithtabligijamat islamophobicindianmedia,"['finally', 'roaming', 'world', 'corona', 'accepted', 'islam', 'india', 'istandwithtabligijamat', 'islamophobicindianmedia']","['finally', 'roaming', 'world', 'corona', 'accepted', 'islam', 'india', 'istandwithtabligijamat', 'islamophobicindianmedia']",finally roaming world corona accepted islam india istandwithtabligijamat islamophobicindianmedia,"[('finally', 'r'), ('roaming', 'v'), ('world', 'n'), ('corona', 'n'), ('accepted', 'v'), ('islam', 'a'), ('india', 'a'), ('istandwithtabligijamat', 'n'), ('islamophobicindianmedia', 'n')]",  finally roam world corona accept islam india istandwithtabligijamat islamophobicindianmedia,-0.125,0.3818,0.0,0,-1,1
2020-08-20,Just spoke with a doctor. Another confirmation that we have a cure for the Coronavirus. 100% effective,United States,spoke doctor confirmation cure coronavirus effective,"['spoke', 'doctor', 'confirmation', 'cure', 'coronavirus', 'effective']","['spoke', 'doctor', 'confirmation', 'cure', 'coronavirus', 'effective']",spoke doctor confirmation cure coronavirus effective,"[('spoke', 'n'), ('doctor', 'n'), ('confirmation', 'n'), ('cure', 'n'), ('coronavirus', 'n'), ('effective', 'a')]",  spoke doctor confirmation cure coronavirus effective,0.5,0.4767,0.6,1,1,1
2020-08-20,do yall think canva updated their logo because the other one looked too much like the coronavirus lol,United States,yal canva updated logo looked coronavirus lol,"['yal', 'canva', 'updated', 'logo', 'looked', 'coronavirus', 'lol']","['yal', 'canva', 'updated', 'logo', 'looked', 'coronavirus', 'lol']",yal canva updated logo looked coronavirus lol,"[('yal', 'n'), ('canva', 'n'), ('updated', 'v'), ('logo', 'n'), ('looked', 'v'), ('coronavirus', 'n'), ('lol', 'n')]",  yal canva update logo look coronavirus lol,0.0,0.4215,0.8,1,0,1
2020-08-20,lol in Aprils 1s 2018 my doctor told me I have one year to live nigga i made to Coronavirus 2020,United States,lol aprils doctor told year live nigga made coronavirus,"['lol', 'aprils', 'doctor', 'told', 'year', 'live', 'nigga', 'made', 'coronavirus']","['lol', 'april', 'doctor', 'told', 'year', 'live', 'nigga', 'made', 'coronavirus']",lol april doctor told year live nigga made coronavirus,"[('lol', 'n'), ('aprils', 'n'), ('doctor', 'n'), ('told', 'v'), ('year', 'n'), ('live', 'a'), ('nigga', 'n'), ('made', 'v'), ('coronavirus', 'n')]",  lol april doctor tell year live nigga make coronavirus,0.0,0.4215,0.4681818181818182,1,0,1
2020-08-20,Let us not forget the coronavirus primary double speak,United States,not forget coronavirus primary double speak,"['not', 'forget', 'coronavirus', 'primary', 'double', 'speak']","['not', 'forget', 'coronavirus', 'primary', 'double', 'speak']",not forget coronavirus primary double speak,"[('not', 'r'), ('forget', 'v'), ('coronavirus', 'a'), ('primary', 'a'), ('double', 'a'), ('speak', 'n')]",  not forget coronavirus primary double speak,0.25,0.1695,0.2,1,1,1
2020-08-20,I am not going to die from COVID19 I stopped tuning in 4 days ago.,United States,not die covid stopped tuning days ago,"['not', 'die', 'covid', 'stopped', 'tuning', 'days', 'ago']","['not', 'die', 'covid', 'stopped', 'tuning', 'day', 'ago']",not die covid stopped tuning day ago,"[('not', 'r'), ('die', 'v'), ('covid', 'n'), ('stopped', 'v'), ('tuning', 'v'), ('days', 'n'), ('ago', 'r')]",  not die covid stop tune day ago,-0.375,0.6167,0.0,0,-1,1
2020-08-20,April Fools everyone! It was just a really expensive joke haha the coronavirus isnt real go back to your lives Is what I wish would happen,United States,april fools expensive joke haha coronavirus isnt real back lives happen,"['april', 'fools', 'expensive', 'joke', 'haha', 'coronavirus', 'isnt', 'real', 'back', 'lives', 'happen']","['april', 'fool', 'expensive', 'joke', 'haha', 'coronavirus', 'isnt', 'real', 'back', 'life', 'happen']",april fool expensive joke haha coronavirus isnt real back life happen,"[('april', 'n'), ('fools', 'n'), ('expensive', 'a'), ('joke', 'n'), ('haha', 'n'), ('coronavirus', 'n'), ('isnt', 'n'), ('real', 'a'), ('back', 'r'), ('lives', 'v'), ('happen', 'n')]",  april fool expensive joke haha coronavirus isnt real back live happen,1.5,0.3182,-0.04090909090909091,-1,1,1
2020-08-20,BREAKING: Tablighi Jamat donates 2100 Coronavirus patients to PM Relief Fund.,United States,breaking tablighi jamat donates coronavirus patients relief fund,"['breaking', 'tablighi', 'jamat', 'donates', 'coronavirus', 'patients', 'relief', 'fund']","['breaking', 'tablighi', 'jamat', 'donates', 'coronavirus', 'patient', 'relief', 'fund']",breaking tablighi jamat donates coronavirus patient relief fund,"[('breaking', 'v'), ('tablighi', 'a'), ('jamat', 'n'), ('donates', 'n'), ('coronavirus', 'v'), ('patients', 'n'), ('relief', 'n'), ('fund', 'n')]",  break tablighi jamat donates coronavirus patient relief fund,0.375,0.4767,0.0,0,1,1
2020-08-20,"Ok we get it, April fools haha can we say corona was a joke now",United States,april fools haha corona joke,"['april', 'fools', 'haha', 'corona', 'joke']","['april', 'fool', 'haha', 'corona', 'joke']",april fool haha corona joke,"[('april', 'n'), ('fools', 'n'), ('haha', 'v'), ('corona', 'n'), ('joke', 'v')]",  april fool haha corona joke,1.0,0.3182,0.2,1,1,1
2020-08-20,"RIP to the 200,000 beautiful souls that were already taken by the coronavirus P L E A S E stayhome SocialDistance SixFeet",United States,rip beautiful souls coronavirus stayhome socialdistance sixfet,"['rip', 'beautiful', 'souls', 'coronavirus', 'stayhome', 'socialdistance', 'sixfet']","['rip', 'beautiful', 'soul', 'coronavirus', 'stayhome', 'socialdistance', 'sixfet']",rip beautiful soul coronavirus stayhome socialdistance sixfet,"[('rip', 'n'), ('beautiful', 'a'), ('souls', 'n'), ('coronavirus', 'v'), ('stayhome', 'a'), ('socialdistance', 'n'), ('sixfet', 'n')]",  rip beautiful soul coronavirus stayhome socialdistance sixfet,0.75,0.5994,0.85,1,1,1
